subj,rev,age,male,gay,condition,guise,attr,score,z.score
KA1,FALSE,27,TRUE,TRUE,marked,seven,self,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,one,prude,7,2.161965056
KA1,FALSE,27,TRUE,TRUE,normal,two,prude,3,-0.574081116
KA1,FALSE,27,TRUE,TRUE,NA,three,prude,5,0.79394197
KA1,FALSE,27,TRUE,TRUE,NA,four,prude,5,0.79394197
KA1,FALSE,27,TRUE,TRUE,NA,five,prude,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,six,prude,7,2.161965056
KA1,FALSE,27,TRUE,TRUE,marked,seven,prude,3,-0.574081116
KA1,FALSE,27,TRUE,TRUE,NA,one,masc,7,2.161965056
KA1,FALSE,27,TRUE,TRUE,normal,two,masc,3,-0.574081116
KA1,FALSE,27,TRUE,TRUE,NA,three,masc,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,four,masc,5,0.79394197
KA1,FALSE,27,TRUE,TRUE,NA,five,masc,7,2.161965056
KA1,FALSE,27,TRUE,TRUE,NA,six,masc,6,1.477953513
KA1,FALSE,27,TRUE,TRUE,marked,seven,masc,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,one,unfr,3,-0.574081116
KA1,FALSE,27,TRUE,TRUE,normal,two,unfr,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,three,unfr,6,1.477953513
KA1,FALSE,27,TRUE,TRUE,NA,four,unfr,3,-0.574081116
KA1,FALSE,27,TRUE,TRUE,NA,five,unfr,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,six,unfr,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,marked,seven,unfr,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,NA,one,messy,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,normal,two,messy,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,NA,three,messy,5,0.79394197
KA1,FALSE,27,TRUE,TRUE,NA,four,messy,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,five,messy,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,six,messy,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,marked,seven,messy,6,1.477953513
KA1,FALSE,27,TRUE,TRUE,NA,one,mean,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,normal,two,mean,3,-0.574081116
KA1,FALSE,27,TRUE,TRUE,NA,three,mean,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,four,mean,3,-0.574081116
KA1,FALSE,27,TRUE,TRUE,NA,five,mean,5,0.79394197
KA1,FALSE,27,TRUE,TRUE,NA,six,mean,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,marked,seven,mean,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,NA,one,insens,5,0.79394197
KA1,FALSE,27,TRUE,TRUE,normal,two,insens,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,three,insens,3,-0.574081116
KA1,FALSE,27,TRUE,TRUE,NA,four,insens,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,five,insens,5,0.79394197
KA1,FALSE,27,TRUE,TRUE,NA,six,insens,3,-0.574081116
KA1,FALSE,27,TRUE,TRUE,marked,seven,insens,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,NA,one,fake,5,0.79394197
KA1,FALSE,27,TRUE,TRUE,normal,two,fake,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,NA,three,fake,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,NA,four,fake,2,-1.258092659
KA1,FALSE,27,TRUE,TRUE,NA,five,fake,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,NA,six,fake,4,0.109930427
KA1,FALSE,27,TRUE,TRUE,marked,seven,fake,2,-1.258092659
KPS2,TRUE,21,FALSE,FALSE,NA,six,self,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,marked,seven,self,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,five,self,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,four,self,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,three,self,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,one,self,4,0.199093075
KPS2,TRUE,21,FALSE,FALSE,normal,two,self,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,six,prude,4,0.199093075
KPS2,TRUE,21,FALSE,FALSE,marked,seven,prude,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,NA,five,prude,3,-0.331821792
KPS2,TRUE,21,FALSE,FALSE,NA,four,prude,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,NA,three,prude,5,0.730007942
KPS2,TRUE,21,FALSE,FALSE,NA,one,prude,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,normal,two,prude,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,NA,six,masc,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,marked,seven,masc,1,-1.393651525
KPS2,TRUE,21,FALSE,FALSE,NA,five,masc,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,NA,four,masc,3,-0.331821792
KPS2,TRUE,21,FALSE,FALSE,NA,three,masc,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,one,masc,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,normal,two,masc,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,six,unfr,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,marked,seven,unfr,1,-1.393651525
KPS2,TRUE,21,FALSE,FALSE,NA,five,unfr,5,0.730007942
KPS2,TRUE,21,FALSE,FALSE,NA,four,unfr,3,-0.331821792
KPS2,TRUE,21,FALSE,FALSE,NA,three,unfr,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,one,unfr,4,0.199093075
KPS2,TRUE,21,FALSE,FALSE,normal,two,unfr,1,-1.393651525
KPS2,TRUE,21,FALSE,FALSE,NA,six,messy,1,-1.393651525
KPS2,TRUE,21,FALSE,FALSE,marked,seven,messy,4,0.199093075
KPS2,TRUE,21,FALSE,FALSE,NA,five,messy,4,0.199093075
KPS2,TRUE,21,FALSE,FALSE,NA,four,messy,4,0.199093075
KPS2,TRUE,21,FALSE,FALSE,NA,three,messy,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,NA,one,messy,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,normal,two,messy,4,0.199093075
KPS2,TRUE,21,FALSE,FALSE,NA,six,mean,4,0.199093075
KPS2,TRUE,21,FALSE,FALSE,marked,seven,mean,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,five,mean,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,four,mean,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,three,mean,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,one,mean,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,normal,two,mean,1,-1.393651525
KPS2,TRUE,21,FALSE,FALSE,NA,six,insens,5,0.730007942
KPS2,TRUE,21,FALSE,FALSE,marked,seven,insens,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,five,insens,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,NA,four,insens,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,three,insens,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,one,insens,5,0.730007942
KPS2,TRUE,21,FALSE,FALSE,normal,two,insens,1,-1.393651525
KPS2,TRUE,21,FALSE,FALSE,NA,six,fake,6,1.260922809
KPS2,TRUE,21,FALSE,FALSE,marked,seven,fake,4,0.199093075
KPS2,TRUE,21,FALSE,FALSE,NA,five,fake,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,four,fake,2,-0.862736659
KPS2,TRUE,21,FALSE,FALSE,NA,three,fake,7,1.791837675
KPS2,TRUE,21,FALSE,FALSE,NA,one,fake,7,1.791837675
KPS2,TRUE,21,FALSE,FALSE,normal,two,fake,4,0.199093075
KT1,FALSE,30,TRUE,FALSE,NA,one,self,3,-0.665203066
KT1,FALSE,30,TRUE,FALSE,normal,two,self,5,0.919961688
KT1,FALSE,30,TRUE,FALSE,NA,three,self,5,0.919961688
KT1,FALSE,30,TRUE,FALSE,NA,four,self,3,-0.665203066
KT1,FALSE,30,TRUE,FALSE,NA,five,self,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,six,self,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,marked,seven,self,5,0.919961688
KT1,FALSE,30,TRUE,FALSE,NA,one,prude,6,1.712544065
KT1,FALSE,30,TRUE,FALSE,normal,two,prude,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,three,prude,5,0.919961688
KT1,FALSE,30,TRUE,FALSE,NA,four,prude,3,-0.665203066
KT1,FALSE,30,TRUE,FALSE,NA,five,prude,5,0.919961688
KT1,FALSE,30,TRUE,FALSE,NA,six,prude,3,-0.665203066
KT1,FALSE,30,TRUE,FALSE,marked,seven,prude,2,-1.457785443
KT1,FALSE,30,TRUE,FALSE,NA,one,masc,6,1.712544065
KT1,FALSE,30,TRUE,FALSE,normal,two,masc,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,three,masc,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,four,masc,3,-0.665203066
KT1,FALSE,30,TRUE,FALSE,NA,five,masc,6,1.712544065
KT1,FALSE,30,TRUE,FALSE,NA,six,masc,6,1.712544065
KT1,FALSE,30,TRUE,FALSE,marked,seven,masc,2,-1.457785443
KT1,FALSE,30,TRUE,FALSE,NA,one,unfr,2,-1.457785443
KT1,FALSE,30,TRUE,FALSE,normal,two,unfr,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,three,unfr,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,four,unfr,3,-0.665203066
KT1,FALSE,30,TRUE,FALSE,NA,five,unfr,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,six,unfr,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,marked,seven,unfr,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,one,messy,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,normal,two,messy,1,-2.250367821
KT1,FALSE,30,TRUE,FALSE,NA,three,messy,6,1.712544065
KT1,FALSE,30,TRUE,FALSE,NA,four,messy,2,-1.457785443
KT1,FALSE,30,TRUE,FALSE,NA,five,messy,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,six,messy,2,-1.457785443
KT1,FALSE,30,TRUE,FALSE,marked,seven,messy,2,-1.457785443
KT1,FALSE,30,TRUE,FALSE,NA,one,mean,2,-1.457785443
KT1,FALSE,30,TRUE,FALSE,normal,two,mean,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,three,mean,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,four,mean,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,five,mean,5,0.919961688
KT1,FALSE,30,TRUE,FALSE,NA,six,mean,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,marked,seven,mean,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,one,insens,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,normal,two,insens,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,three,insens,2,-1.457785443
KT1,FALSE,30,TRUE,FALSE,NA,four,insens,5,0.919961688
KT1,FALSE,30,TRUE,FALSE,NA,five,insens,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,six,insens,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,marked,seven,insens,5,0.919961688
KT1,FALSE,30,TRUE,FALSE,NA,one,fake,2,-1.457785443
KT1,FALSE,30,TRUE,FALSE,normal,two,fake,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,NA,three,fake,6,1.712544065
KT1,FALSE,30,TRUE,FALSE,NA,four,fake,5,0.919961688
KT1,FALSE,30,TRUE,FALSE,NA,five,fake,3,-0.665203066
KT1,FALSE,30,TRUE,FALSE,NA,six,fake,4,0.127379311
KT1,FALSE,30,TRUE,FALSE,marked,seven,fake,2,-1.457785443
LB1,FALSE,21,TRUE,TRUE,NA,one,self,3,-0.461490661
LB1,FALSE,21,TRUE,TRUE,normal,two,self,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,NA,three,self,4,0.125861089
LB1,FALSE,21,TRUE,TRUE,NA,four,self,1,-1.636194162
LB1,FALSE,21,TRUE,TRUE,NA,five,self,4,0.125861089
LB1,FALSE,21,TRUE,TRUE,NA,six,self,4,0.125861089
LB1,FALSE,21,TRUE,TRUE,marked,seven,self,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,NA,one,prude,4,0.125861089
LB1,FALSE,21,TRUE,TRUE,normal,two,prude,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,NA,three,prude,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,NA,four,prude,3,-0.461490661
LB1,FALSE,21,TRUE,TRUE,NA,five,prude,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,NA,six,prude,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,marked,seven,prude,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,NA,one,masc,3,-0.461490661
LB1,FALSE,21,TRUE,TRUE,normal,two,masc,7,1.887916341
LB1,FALSE,21,TRUE,TRUE,NA,three,masc,5,0.71321284
LB1,FALSE,21,TRUE,TRUE,NA,four,masc,3,-0.461490661
LB1,FALSE,21,TRUE,TRUE,NA,five,masc,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,NA,six,masc,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,marked,seven,masc,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,NA,one,unfr,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,normal,two,unfr,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,NA,three,unfr,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,NA,four,unfr,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,NA,five,unfr,5,0.71321284
LB1,FALSE,21,TRUE,TRUE,NA,six,unfr,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,marked,seven,unfr,5,0.71321284
LB1,FALSE,21,TRUE,TRUE,NA,one,messy,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,normal,two,messy,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,NA,three,messy,5,0.71321284
LB1,FALSE,21,TRUE,TRUE,NA,four,messy,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,NA,five,messy,3,-0.461490661
LB1,FALSE,21,TRUE,TRUE,NA,six,messy,4,0.125861089
LB1,FALSE,21,TRUE,TRUE,marked,seven,messy,4,0.125861089
LB1,FALSE,21,TRUE,TRUE,NA,one,mean,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,normal,two,mean,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,NA,three,mean,4,0.125861089
LB1,FALSE,21,TRUE,TRUE,NA,four,mean,1,-1.636194162
LB1,FALSE,21,TRUE,TRUE,NA,five,mean,5,0.71321284
LB1,FALSE,21,TRUE,TRUE,NA,six,mean,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,marked,seven,mean,5,0.71321284
LB1,FALSE,21,TRUE,TRUE,NA,one,insens,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,normal,two,insens,7,1.887916341
LB1,FALSE,21,TRUE,TRUE,NA,three,insens,5,0.71321284
LB1,FALSE,21,TRUE,TRUE,NA,four,insens,3,-0.461490661
LB1,FALSE,21,TRUE,TRUE,NA,five,insens,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,NA,six,insens,3,-0.461490661
LB1,FALSE,21,TRUE,TRUE,marked,seven,insens,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,NA,one,fake,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,normal,two,fake,3,-0.461490661
LB1,FALSE,21,TRUE,TRUE,NA,three,fake,5,0.71321284
LB1,FALSE,21,TRUE,TRUE,NA,four,fake,6,1.30056459
LB1,FALSE,21,TRUE,TRUE,NA,five,fake,2,-1.048842412
LB1,FALSE,21,TRUE,TRUE,NA,six,fake,3,-0.461490661
LB1,FALSE,21,TRUE,TRUE,marked,seven,fake,3,-0.461490661
MA1,FALSE,21,FALSE,FALSE,NA,one,self,5,0.574442669
MA1,FALSE,21,FALSE,FALSE,normal,two,self,3,-0.662818464
MA1,FALSE,21,FALSE,FALSE,NA,three,self,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,NA,four,self,7,1.811703801
MA1,FALSE,21,FALSE,FALSE,NA,five,self,3,-0.662818464
MA1,FALSE,21,FALSE,FALSE,NA,six,self,6,1.193073235
MA1,FALSE,21,FALSE,FALSE,marked,seven,self,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,NA,one,prude,6,1.193073235
MA1,FALSE,21,FALSE,FALSE,normal,two,prude,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,NA,three,prude,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,NA,four,prude,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,NA,five,prude,6,1.193073235
MA1,FALSE,21,FALSE,FALSE,NA,six,prude,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,marked,seven,prude,5,0.574442669
MA1,FALSE,21,FALSE,FALSE,NA,one,masc,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,normal,two,masc,3,-0.662818464
MA1,FALSE,21,FALSE,FALSE,NA,three,masc,5,0.574442669
MA1,FALSE,21,FALSE,FALSE,NA,four,masc,5,0.574442669
MA1,FALSE,21,FALSE,FALSE,NA,five,masc,6,1.193073235
MA1,FALSE,21,FALSE,FALSE,NA,six,masc,5,0.574442669
MA1,FALSE,21,FALSE,FALSE,marked,seven,masc,1,-1.900079596
MA1,FALSE,21,FALSE,FALSE,NA,one,unfr,3,-0.662818464
MA1,FALSE,21,FALSE,FALSE,normal,two,unfr,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,NA,three,unfr,6,1.193073235
MA1,FALSE,21,FALSE,FALSE,NA,four,unfr,7,1.811703801
MA1,FALSE,21,FALSE,FALSE,NA,five,unfr,3,-0.662818464
MA1,FALSE,21,FALSE,FALSE,NA,six,unfr,5,0.574442669
MA1,FALSE,21,FALSE,FALSE,marked,seven,unfr,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,NA,one,messy,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,normal,two,messy,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,NA,three,messy,5,0.574442669
MA1,FALSE,21,FALSE,FALSE,NA,four,messy,3,-0.662818464
MA1,FALSE,21,FALSE,FALSE,NA,five,messy,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,NA,six,messy,3,-0.662818464
MA1,FALSE,21,FALSE,FALSE,marked,seven,messy,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,NA,one,mean,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,normal,two,mean,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,NA,three,mean,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,NA,four,mean,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,NA,five,mean,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,NA,six,mean,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,marked,seven,mean,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,NA,one,insens,5,0.574442669
MA1,FALSE,21,FALSE,FALSE,normal,two,insens,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,NA,three,insens,7,1.811703801
MA1,FALSE,21,FALSE,FALSE,NA,four,insens,7,1.811703801
MA1,FALSE,21,FALSE,FALSE,NA,five,insens,3,-0.662818464
MA1,FALSE,21,FALSE,FALSE,NA,six,insens,5,0.574442669
MA1,FALSE,21,FALSE,FALSE,marked,seven,insens,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,NA,one,fake,3,-0.662818464
MA1,FALSE,21,FALSE,FALSE,normal,two,fake,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,NA,three,fake,6,1.193073235
MA1,FALSE,21,FALSE,FALSE,NA,four,fake,4,-0.044187898
MA1,FALSE,21,FALSE,FALSE,NA,five,fake,6,1.193073235
MA1,FALSE,21,FALSE,FALSE,NA,six,fake,2,-1.28144903
MA1,FALSE,21,FALSE,FALSE,marked,seven,fake,7,1.811703801
MDM1,FALSE,19,TRUE,FALSE,NA,one,self,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,normal,two,self,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,three,self,5,1.106586102
MDM1,FALSE,19,TRUE,FALSE,NA,four,self,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,NA,five,self,4,0.386018408
MDM1,FALSE,19,TRUE,FALSE,NA,six,self,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,marked,seven,self,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,one,prude,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,normal,two,prude,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,NA,three,prude,4,0.386018408
MDM1,FALSE,19,TRUE,FALSE,NA,four,prude,5,1.106586102
MDM1,FALSE,19,TRUE,FALSE,NA,five,prude,5,1.106586102
MDM1,FALSE,19,TRUE,FALSE,NA,six,prude,4,0.386018408
MDM1,FALSE,19,TRUE,FALSE,marked,seven,prude,4,0.386018408
MDM1,FALSE,19,TRUE,FALSE,NA,one,masc,4,0.386018408
MDM1,FALSE,19,TRUE,FALSE,normal,two,masc,4,0.386018408
MDM1,FALSE,19,TRUE,FALSE,NA,three,masc,5,1.106586102
MDM1,FALSE,19,TRUE,FALSE,NA,four,masc,6,1.827153796
MDM1,FALSE,19,TRUE,FALSE,NA,five,masc,5,1.106586102
MDM1,FALSE,19,TRUE,FALSE,NA,six,masc,6,1.827153796
MDM1,FALSE,19,TRUE,FALSE,marked,seven,masc,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,NA,one,unfr,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,normal,two,unfr,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,three,unfr,5,1.106586102
MDM1,FALSE,19,TRUE,FALSE,NA,four,unfr,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,five,unfr,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,NA,six,unfr,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,marked,seven,unfr,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,one,messy,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,normal,two,messy,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,three,messy,6,1.827153796
MDM1,FALSE,19,TRUE,FALSE,NA,four,messy,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,five,messy,5,1.106586102
MDM1,FALSE,19,TRUE,FALSE,NA,six,messy,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,marked,seven,messy,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,one,mean,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,normal,two,mean,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,three,mean,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,NA,four,mean,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,NA,five,mean,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,NA,six,mean,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,marked,seven,mean,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,one,insens,6,1.827153796
MDM1,FALSE,19,TRUE,FALSE,normal,two,insens,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,three,insens,5,1.106586102
MDM1,FALSE,19,TRUE,FALSE,NA,four,insens,4,0.386018408
MDM1,FALSE,19,TRUE,FALSE,NA,five,insens,6,1.827153796
MDM1,FALSE,19,TRUE,FALSE,NA,six,insens,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,marked,seven,insens,4,0.386018408
MDM1,FALSE,19,TRUE,FALSE,NA,one,fake,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,normal,two,fake,5,1.106586102
MDM1,FALSE,19,TRUE,FALSE,NA,three,fake,1,-1.775684675
MDM1,FALSE,19,TRUE,FALSE,NA,four,fake,3,-0.334549287
MDM1,FALSE,19,TRUE,FALSE,NA,five,fake,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,NA,six,fake,2,-1.055116981
MDM1,FALSE,19,TRUE,FALSE,marked,seven,fake,6,1.827153796
MF1,FALSE,21,FALSE,FALSE,NA,one,self,6,1.103907952
MF1,FALSE,21,FALSE,FALSE,normal,two,self,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,NA,three,self,4,-0.350653114
MF1,FALSE,21,FALSE,FALSE,NA,four,self,3,-1.077933648
MF1,FALSE,21,FALSE,FALSE,NA,five,self,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,NA,six,self,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,marked,seven,self,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,NA,one,prude,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,normal,two,prude,3,-1.077933648
MF1,FALSE,21,FALSE,FALSE,NA,three,prude,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,NA,four,prude,4,-0.350653114
MF1,FALSE,21,FALSE,FALSE,NA,five,prude,2,-1.805214181
MF1,FALSE,21,FALSE,FALSE,NA,six,prude,3,-1.077933648
MF1,FALSE,21,FALSE,FALSE,marked,seven,prude,6,1.103907952
MF1,FALSE,21,FALSE,FALSE,NA,one,masc,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,normal,two,masc,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,NA,three,masc,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,NA,four,masc,6,1.103907952
MF1,FALSE,21,FALSE,FALSE,NA,five,masc,7,1.831188486
MF1,FALSE,21,FALSE,FALSE,NA,six,masc,6,1.103907952
MF1,FALSE,21,FALSE,FALSE,marked,seven,masc,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,NA,one,unfr,4,-0.350653114
MF1,FALSE,21,FALSE,FALSE,normal,two,unfr,2,-1.805214181
MF1,FALSE,21,FALSE,FALSE,NA,three,unfr,4,-0.350653114
MF1,FALSE,21,FALSE,FALSE,NA,four,unfr,2,-1.805214181
MF1,FALSE,21,FALSE,FALSE,NA,five,unfr,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,NA,six,unfr,4,-0.350653114
MF1,FALSE,21,FALSE,FALSE,marked,seven,unfr,3,-1.077933648
MF1,FALSE,21,FALSE,FALSE,NA,one,messy,6,1.103907952
MF1,FALSE,21,FALSE,FALSE,normal,two,messy,3,-1.077933648
MF1,FALSE,21,FALSE,FALSE,NA,three,messy,6,1.103907952
MF1,FALSE,21,FALSE,FALSE,NA,four,messy,4,-0.350653114
MF1,FALSE,21,FALSE,FALSE,NA,five,messy,3,-1.077933648
MF1,FALSE,21,FALSE,FALSE,NA,six,messy,3,-1.077933648
MF1,FALSE,21,FALSE,FALSE,marked,seven,messy,5,0.376627419
MF1,FALSE,21,FALSE,FALSE,NA,one,mean,6,1.103907952
MF1,FALSE,21,FALSE,FALSE,normal,two,mean,3,-1.077933648
MF1,FALSE,21,FALSE,FALSE,NA,three,mean,3,-1.077933648
